pmid|biotype|identifier_type
"imex:IM-12196|19524513"|molecular interactions|
19124460|molecular interactions|pmid
20018070|disease|pmid
"17544405|imex:IM-11015|mint:MINT-5219985"|molecular interactions|pmid
12589790|molecular interactions|pmid
9927675|molecular interactions|pmid
"29323271|imex:IM-27850"|molecular interactions|pmid
15234121|molecular interactions|pmid
15784253|molecular interactions|pmid
21223646|disease|pmid
15066269|molecular interactions|pmid
28339091|disease|pmid
7499408|molecular interactions|pmid
18446686|disease|pmid
22467867|molecular interactions|pmid
20936109|molecular interactions|pmid
31980649|molecular interactions|pmid
15509780|molecular interactions|pmid
18996087|molecular interactions|pmid
21373748|disease|pmid
9894249|disease|pmid
26286618|molecular interactions|pmid
19531583|molecular interactions|pmid
25216797|disease|pmid
23604281|disease|pmid
10347167|molecular interactions|pmid
9694695|disease|pmid
9295052|molecular interactions|pmid
27476169|molecular interactions|pmid
27329811|molecular interactions|pmid
30145202|molecular interactions|pmid
16638855|disease|pmid
34329586|molecular interactions|pmid
30952770|disease|pmid
27569044|molecular interactions|pmid
32792503|molecular interactions|pmid
34585037|molecular interactions|pmid
"26848503|imex:IM-28110"|molecular interactions|pmid
9212230|disease|pmid
"28862946|imex:IM-26934"|molecular interactions|pmid
17446929|disease|pmid
9315840|molecular interactions|pmid
15194871|molecular interactions|pmid
17148437|molecular interactions|pmid
10749879|molecular interactions|pmid
19398177|disease|pmid
24371122|molecular interactions|pmid
31866771|disease|pmid
35503863|molecular interactions|pmid
30454868|disease|pmid
27323812|disease|pmid
17081987|molecular interactions|pmid
21081503|molecular interactions|pmid
22532869|disease|pmid
11940666|molecular interactions|pmid
19343040|molecular interactions|pmid
8636079|molecular interactions|pmid
25361978|molecular interactions|pmid
"26496610|imex:IM-24272"|molecular interactions|pmid
15485649|molecular interactions|pmid
15686130|disease|pmid
9708738|molecular interactions|pmid
20056645|disease|pmid
19342416|disease|pmid
29430620|molecular interactions|pmid
"24074865|imex:IM-21727"|molecular interactions|pmid
12511555|molecular interactions|pmid
30398148|molecular interactions|pmid
20304453|disease|pmid
12851875|disease|pmid
18006927|disease|pmid
"24441586|doi:10.1038/nchembio.1435|imex:IM-22419"|molecular interactions|pmid
21750433|disease|pmid
16428461|molecular interactions|pmid
9042912|disease|pmid
"20300119|imex:IM-15686|mint:MINT-7718587|doi:10.1038/embor.2010.23"|molecular interactions|pmid
"18200042|imex:IM-13962|mint:MINT-6492416"|molecular interactions|pmid
30863362|disease|pmid
10572675|disease|pmid
30544639|molecular interactions|pmid
24275647|molecular interactions|pmid
21077277|disease|pmid
11557983|molecular interactions|pmid
12915220|disease|pmid
10477748|molecular interactions|pmid
22496558|molecular interactions|pmid
18206974|molecular interactions|pmid
28002804|disease|pmid
18027873|disease|pmid
17596878|disease|pmid
"24929361|doi:10.1038/ncb2986|imex:IM-24849"|molecular interactions|pmid
21654696|disease|pmid
20005906|disease|pmid
22456124|disease|pmid
22159419|molecular interactions|pmid
9857189|molecular interactions|pmid
6188845|molecular interactions|pmid
22584587|molecular interactions|pmid
17327609|disease|pmid
"16832045|doi:10.1073/pnas.0604607103|imex:IM-23761"|molecular interactions|pmid
15459234|molecular interactions|pmid
18235090|disease|pmid
19503073|molecular interactions|pmid
16938365|disease|pmid
23708738|disease|pmid
9887101|molecular interactions|pmid
11943137|molecular interactions|pmid
"17828275|doi:10.1038/nsmb1299|imex:IM-21778"|molecular interactions|pmid
21961594|molecular interactions|pmid
21628461|molecular interactions|pmid
14585103|disease|pmid
25437554|molecular interactions|pmid
23453806|molecular interactions|pmid
"15860732|mint:MINT-8006969|doi:10.1242/jcs.02321"|molecular interactions|pmid
16930961|molecular interactions|pmid
12424224|molecular interactions|pmid
30589182|molecular interactions|pmid
26148237|molecular interactions|pmid
30219064|molecular interactions|pmid
16969297|disease|pmid
11545595|molecular interactions|pmid
30218108|disease|pmid
20932831|molecular interactions|pmid
15652350|molecular interactions|pmid
"24358021|doi:10.1371/journal.pbio.1001737|imex:IM-22343"|molecular interactions|pmid
29226653|disease|pmid
10720475|disease|pmid
34793198|molecular interactions|pmid
"20393562|doi:10.1038/nature08875|imex:IM-15214"|molecular interactions|pmid
34186160|molecular interactions|pmid
7609079|molecular interactions|pmid
9729044|molecular interactions|pmid
16613989|molecular interactions|pmid
24224465|molecular interactions|pmid
12946796|disease|pmid
21750715|molecular interactions|pmid
25393105|disease|pmid
11818025|molecular interactions|pmid
17031298|disease|pmid
21724829|molecular interactions|pmid
12464630|molecular interactions|pmid
17999208|disease|pmid
10374842|disease|pmid
15161931|molecular interactions|pmid
15121796|disease|pmid
17919990|disease|pmid
15862159|disease|pmid
23714681|molecular interactions|pmid
20630084|disease|pmid
19342671|molecular interactions|pmid
15466200|molecular interactions|pmid
19596656|molecular interactions|pmid
10722740|molecular interactions|pmid
22513366|disease|pmid
14963109|molecular interactions|pmid
16990550|molecular interactions|pmid
18032921|molecular interactions|pmid
23357097|disease|pmid
11709703|molecular interactions|pmid
"imex:IM-29001|22268531"|molecular interactions|
35474067|molecular interactions|pmid
28484035|molecular interactions|pmid
26681199|disease|pmid
28614305|molecular interactions|pmid
15738388|molecular interactions|pmid
9535915|molecular interactions|pmid
21775519|molecular interactions|pmid
10328528|disease|pmid
20669672|disease|pmid
10903862|molecular interactions|pmid
12471260|molecular interactions|pmid
17393117|disease|pmid
19138334|disease|pmid
33001583|molecular interactions|pmid
30628724|molecular interactions|pmid
34611473|molecular interactions|pmid
12586352|molecular interactions|pmid
"28018340|imex:IM-26119"|molecular interactions|pmid
"15916963|imex:IM-20840"|molecular interactions|pmid
"20923965|imex:IM-16836"|molecular interactions|pmid
22941224|molecular interactions|pmid
10207070|molecular interactions|pmid
11478794|molecular interactions|pmid
"mint:MINT-5220792|8332195"|molecular interactions|
14511253|disease|pmid
8929465|disease|pmid
28359267|disease|pmid
9533446|molecular interactions|pmid
10527888|disease|pmid
24722297|molecular interactions|pmid
20691163|molecular interactions|pmid
33547197|molecular interactions|pmid
22963605|disease|pmid
1549655|disease|pmid
17957027|disease|pmid
17602165|molecular interactions|pmid
"mint:MINT-8071458|21115007|doi:10.1016/j.febslet.2010.11.043"|molecular interactions|
27940916|molecular interactions|pmid
17687719|disease|pmid
8990132|disease|pmid
"imex:IM-12199|19563760"|molecular interactions|
"imex:IM-25056|12045258"|molecular interactions|
16122992|molecular interactions|pmid
19875982|molecular interactions|pmid
26450775|molecular interactions|pmid
"18273062|imex:IM-11557|mint:MINT-6540139"|molecular interactions|pmid
12639951|molecular interactions|pmid
1419807|disease|pmid
28345603|molecular interactions|pmid
"20696165|imex:IM-15833|mint:MINT-7987670|doi:10.1016/j.febslet.2010.07.062"|molecular interactions|pmid
17897615|molecular interactions|pmid
31127032|molecular interactions|pmid
8622677|molecular interactions|pmid
25959061|disease|pmid
1283149|disease|pmid
14691252|molecular interactions|pmid
28380042|molecular interactions|pmid
28820634|disease|pmid
31690171|molecular interactions|pmid
24800825|disease|pmid
8255671|disease|pmid
20846521|disease|pmid
15064760|molecular interactions|pmid
18343991|disease|pmid
16595549|molecular interactions|pmid
10903733|molecular interactions|pmid
11422195|disease|pmid
22660220|disease|pmid
10921882|molecular interactions|pmid
19171731|disease|pmid
17855694|disease|pmid
15383276|disease|pmid
"imex:IM-21974|24083380"|molecular interactions|
27773673|molecular interactions|pmid
16300736|molecular interactions|pmid
15711563|molecular interactions|pmid
11483505|molecular interactions|pmid
11595739|molecular interactions|pmid
12137781|molecular interactions|pmid
33198785|molecular interactions|pmid
28218749|molecular interactions|pmid
20225206|molecular interactions|pmid
15635817|disease|pmid
19897031|disease|pmid
17634442|disease|pmid
17876541|molecular interactions|pmid
doi:10.1101/2020.12.29.424682|molecular interactions|
18188677|molecular interactions|pmid
12704193|molecular interactions|pmid
16846526|disease|pmid
18492089|disease|pmid
29203878|molecular interactions|pmid
15542832|molecular interactions|pmid
30700749|molecular interactions|pmid
20601937|molecular interactions|pmid
16616286|disease|pmid
12729750|molecular interactions|pmid
17891137|molecular interactions|pmid
15932940|molecular interactions|pmid
25601850|disease|pmid
"21981077|imex:IM-16784|mint:MINT-8204578|doi:10.1111/j.1742-4658.2011.08354"|molecular interactions|pmid
20080206|molecular interactions|pmid
"10882070|mint:MINT-5212741"|molecular interactions|pmid
25196217|molecular interactions|pmid
"23799140|imex:IM-23084"|molecular interactions|pmid
18264111|molecular interactions|pmid
19109425|molecular interactions|pmid
24945350|disease|pmid
8144545|molecular interactions|pmid
24357716|molecular interactions|pmid
12504025|molecular interactions|pmid
15201550|disease|pmid
22509328|disease|pmid
33985974|molecular interactions|pmid
17200672|molecular interactions|pmid
9700202|molecular interactions|pmid
29779728|disease|pmid
"29534157|imex:IM-26152"|molecular interactions|pmid
15340576|disease|pmid
35490179|molecular interactions|pmid
20065107|molecular interactions|pmid
29851245|molecular interactions|pmid
"25931448|doi:10.1126/science.aaa1356|imex:IM-24663"|molecular interactions|pmid
33966039|molecular interactions|pmid
12177201|molecular interactions|pmid
12719976|molecular interactions|pmid
doi:10.1101/2022.05.05.490850|molecular interactions|
27545437|disease|pmid
17711858|molecular interactions|pmid
12504010|molecular interactions|pmid
11463601|disease|pmid
29296520|molecular interactions|pmid
22350907|molecular interactions|pmid
"mint:MINT-7215285|19290556|doi:10.1007/s10048-009-0183-3"|molecular interactions|
29704455|molecular interactions|pmid
25162118|molecular interactions|pmid
10899308|molecular interactions|pmid
28225217|molecular interactions|pmid
12594225|molecular interactions|pmid
18767138|disease|pmid
32379981|molecular interactions|pmid
29433542|molecular interactions|pmid
23035694|molecular interactions|pmid
11193155|molecular interactions|pmid
"17724342|doi:10.1073/pnas.0701848104|imex:IM-9706"|molecular interactions|pmid
1831824|disease|pmid
29331071|molecular interactions|pmid
29641590|molecular interactions|pmid
26506240|molecular interactions|pmid
17150957|molecular interactions|pmid
23704573|molecular interactions|pmid
10958686|molecular interactions|pmid
34150617|molecular interactions|pmid
11925430|molecular interactions|pmid
21796139|disease|pmid
"15721255|mint:MINT-7216133|doi:10.1016/j.molcel.2004.12.031"|molecular interactions|pmid
25392926|disease|pmid
8605876|molecular interactions|pmid
9361024|molecular interactions|pmid
27402533|molecular interactions|pmid
10570134|molecular interactions|pmid
21599457|disease|pmid
15542065|disease|pmid
10619402|molecular interactions|pmid
12215545|molecular interactions|pmid
8069911|disease|pmid
14757946|disease|pmid
35356067|molecular interactions|pmid
16690609|molecular interactions|pmid
34086898|molecular interactions|pmid
17043237|molecular interactions|pmid
23644597|molecular interactions|pmid
20625391|molecular interactions|pmid
30254053|molecular interactions|pmid
"21209336|doi:10.1073/pnas.1014402108|imex:IM-21221"|molecular interactions|pmid
16810465|disease|pmid
9792106|molecular interactions|pmid
21217699|molecular interactions|pmid
26265454|disease|pmid
9705962|molecular interactions|pmid
23801766|molecular interactions|pmid
18000879|molecular interactions|pmid
15872089|molecular interactions|pmid
24633733|disease|pmid
16533887|disease|pmid
25148895|disease|pmid
"19444311|imex:IM-13806|mint:MINT-7228863|doi:10.1038/embor.2009.63"|molecular interactions|pmid
23990466|molecular interactions|pmid
18723677|molecular interactions|pmid
"11980721|mint:MINT-5215339"|molecular interactions|pmid
15653507|molecular interactions|pmid
14595443|molecular interactions|pmid
14701732|molecular interactions|pmid
22022605|disease|pmid
19367700|disease|pmid
"17804805|doi:10.1073/pnas.0702305104|imex:IM-9704"|molecular interactions|pmid
32393998|disease|pmid
"doi:10.1038/emboj.2011.487|22234184|imex:IM-17763|mint:MINT-8383887"|molecular interactions|
17987577|disease|pmid
10978258|disease|pmid
30281912|molecular interactions|pmid
31140425|disease|pmid
11358960|molecular interactions|pmid
19130296|disease|pmid
25195038|disease|pmid
9426156|molecular interactions|pmid
23466670|disease|pmid
12173038|molecular interactions|pmid
27133717|molecular interactions|pmid
23945651|molecular interactions|pmid
15998806|molecular interactions|pmid
28515923|disease|pmid
9535666|disease|pmid
28408316|disease|pmid
"imex:IM-23296|25096061"|molecular interactions|
28596723|molecular interactions|pmid
18182442|molecular interactions|pmid
26902585|molecular interactions|pmid
14718524|molecular interactions|pmid
19118383|molecular interactions|pmid
15207703|molecular interactions|pmid
